winner,weight_class,title_fight,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,reach_diff,age_fighter1,age_fighter2
1,Bantamweight,f,160.02,170.18,Orthodox,5.22,40.0,3.95,56.0,0.52,60.0,69.0,0.6,79.48718000000001,175.26,177.8,Orthodox,2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,80.95238,-7.6200000000000045,26,25
0,Lightweight,f,175.26,180.34,Orthodox,5.03,42.0,5.52,54.0,1.52,41.0,70.0,0.4,64.28571,180.34,193.04,Orthodox,5.51,44.0,3.55,63.0,0.6,42.0,76.0,1.5,89.28571,-12.699999999999989,24,32
1,Middleweight,f,182.88,187.96,Orthodox,2.94,51.0,2.86,56.0,1.56,35.0,57.0,0.8,63.636364,190.5,200.66,Orthodox,2.08,52.0,2.47,34.0,1.09,33.0,33.0,0.4,70.588234,-12.699999999999989,35,28
1,Heavyweight,f,182.88,187.96,Southpaw,3.09,57.0,3.29,47.0,0.56,26.0,68.0,0.1,65.51724,187.96,203.2,Orthodox,3.06,48.0,3.28,53.0,2.99,39.0,11.0,2.7,81.818184,-15.23999999999998,34,39
0,Welterweight,f,185.42,193.04,Southpaw,3.23,50.0,2.09,64.0,1.53,54.0,66.0,0.8,66.666664,180.34,185.42000000000002,Southpaw,2.21,36.0,3.46,58.0,2.0,55.0,62.0,0.4,73.333336,7.619999999999976,36,32
0,Flyweight,f,165.1,165.1,Switch,3.82,41.0,3.3,54.0,0.33,33.0,66.0,1.3,70.833336,175.26,172.72,Orthodox,3.88,45.0,3.39,52.0,1.6,34.0,31.0,2.2,73.68421,-7.6200000000000045,28,25
0,Women's Bantamweight,f,170.18,170.18,Orthodox,3.73,40.0,3.81,60.0,1.0,30.0,62.0,0.0,71.42857,175.26,172.72,Orthodox,4.03,30.0,3.97,64.0,0.0,0.0,56.0,0.2,91.666664,-2.539999999999992,33,28
1,Middleweight,f,187.96,190.5,Southpaw,3.2,45.0,3.25,55.0,0.1,25.0,84.0,0.1,73.333336,185.42,185.42000000000002,Orthodox,2.01,40.0,3.02,58.0,1.95,20.0,0.0,1.5,66.666664,5.079999999999984,30,30
0,Women's Strawweight,f,160.02,162.56,Orthodox,2.5,50.0,3.07,52.0,0.85,100.0,40.0,1.7,71.42857,170.18,170.18,Orthodox,4.8,38.0,4.63,52.0,0.4,30.0,24.0,0.5,57.14285699999999,-7.6200000000000045,22,29
1,Lightweight,f,175.26,175.26,Orthodox,4.47,52.0,3.22,56.0,2.81,59.0,60.0,0.3,85.71429,177.8,185.42000000000002,Orthodox,1.41,25.0,2.8,51.0,2.82,30.0,0.0,0.0,63.15789399999999,-10.160000000000025,33,26
0,Bantamweight,f,170.18,175.26,Southpaw,2.71,52.0,3.35,56.0,3.13,57.0,63.0,1.4,76.92308,167.64000000000001,170.18,Orthodox,1.48,38.0,1.46,50.0,3.13,34.0,22.0,2.3,72.22222,5.079999999999984,29,32
1,Middleweight,f,193.04,205.74,Orthodox,4.12,43.0,4.65,47.0,0.0,0.0,50.0,0.5,63.636364,182.88,190.5,Orthodox,3.35,57.0,2.81,41.0,3.36,48.0,80.0,0.3,81.818184,15.240000000000009,26,26
0,Women's Bantamweight,f,172.72,175.26,Southpaw,2.82,34.0,2.8,57.0,0.56,31.0,78.0,0.1,75.0,165.1,170.18,Southpaw,3.31,52.0,2.38,57.0,1.82,54.0,73.0,0.5,83.333336,5.079999999999984,35,28
1,Lightweight,f,180.34,190.5,Orthodox,3.64,41.0,4.0,60.0,0.49,50.0,80.0,0.1,76.0,175.26,185.42000000000002,Orthodox,3.51,33.0,2.35,64.0,1.7,42.0,71.0,0.2,75.86206999999999,5.079999999999984,30,34
1,Heavyweight,f,193.04,210.82,Orthodox,1.79,34.0,1.95,47.0,0.0,0.0,68.0,0.5,78.57143,180.34,185.42000000000002,Orthodox,1.23,35.0,5.95,47.0,0.0,0.0,33.0,0.0,62.5,25.399999999999977,30,36
1,Women's Strawweight,f,162.56,165.1,Orthodox,3.69,36.0,4.89,50.0,1.2,30.0,76.0,0.9,63.636364,162.56,165.1,Orthodox,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,40.0,0.0,32,25
0,Bantamweight,f,167.64000000000001,167.64000000000001,Orthodox,3.99,47.0,3.09,54.0,1.8,32.0,62.0,0.1,72.22222,170.18,175.26,Orthodox,3.21,28.0,3.41,70.0,0.29,33.0,85.0,0.1,62.162163,-7.619999999999976,36,32
1,Featherweight,f,177.8,180.34,Orthodox,3.36,37.0,2.83,53.0,2.68,35.0,57.0,1.3,78.125,170.18,185.42000000000002,Orthodox,2.32,38.0,3.23,47.0,0.37,7.0,35.0,1.5,70.0,-5.0800000000000125,32,29
1,Welterweight,f,182.88,193.04,Switch,3.64,48.0,1.46,63.0,3.85,47.0,100.0,0.3,92.85714,190.5,187.96,Southpaw,1.89,46.0,2.73,56.0,1.23,30.0,72.0,0.0,71.875,5.079999999999984,29,32
1,Lightweight,f,167.64000000000001,170.18,Orthodox,2.59,47.0,2.32,60.0,4.22,38.0,47.0,0.7,92.85714,175.26,180.34,Orthodox,0.79,25.0,2.75,45.0,0.79,100.0,50.0,0.0,77.27273000000001,-10.159999999999997,35,27
0,Welterweight,f,177.8,180.34,Switch,2.39,48.0,3.86,40.0,0.0,0.0,79.0,0.2,64.28571,180.34,193.04,Orthodox,3.01,53.0,2.08,46.0,3.45,38.0,57.0,0.9,73.07692,-12.699999999999989,28,28
1,Featherweight,f,177.8,180.34,Orthodox,2.95,33.0,3.02,51.0,1.31,31.0,47.0,1.7,76.92308,175.26,180.34,Orthodox,2.9,40.0,4.38,56.0,2.26,41.0,80.0,0.3,76.47059,0.0,24,30
1,Heavyweight,f,187.96,187.96,Orthodox,1.81,43.0,2.22,47.0,3.09,36.0,50.0,1.0,62.5,187.96,187.96,Switch,1.63,43.0,3.35,56.0,0.0,0.0,75.0,0.0,80.0,0.0,23,34
1,Welterweight,t,175.26,187.96,Orthodox,2.62,48.0,2.26,61.0,1.34,42.0,94.0,0.5,82.608696,180.34,187.96,Southpaw,3.56,44.0,3.99,60.0,0.72,65.0,69.0,0.0,68.29269000000001,0.0,34,34
1,Women's Strawweight,f,160.02,162.56,Orthodox,5.76,38.0,5.16,56.0,0.14,14.0,87.0,0.0,81.25,165.1,165.1,Orthodox,3.72,41.0,3.72,60.0,2.34,59.0,45.0,0.9,75.0,-2.539999999999992,31,24
0,Welterweight,f,182.88,190.5,Orthodox,3.78,53.0,2.64,56.0,1.57,46.0,63.0,1.6,58.974357999999995,175.26,180.34,Orthodox,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,67.391304,10.159999999999997,35,31
0,Bantamweight,f,172.72,172.72,Orthodox,4.07,41.0,3.16,68.0,1.01,63.0,68.0,0.6,57.894737,172.72,172.72,Orthodox,3.16,40.0,2.09,66.0,3.16,55.0,69.0,0.2,73.91304000000001,0.0,35,27
1,Flyweight,f,165.1,172.72,Orthodox,2.38,36.0,3.2,59.0,0.24,20.0,62.0,0.2,66.666664,160.02,165.1,Orthodox,1.58,26.0,1.89,61.0,2.84,25.0,84.0,0.0,60.0,7.6200000000000045,27,37
0,Light Heavyweight,f,185.42,195.58,Orthodox,3.18,49.0,3.05,44.0,2.41,51.0,60.0,1.3,61.53846,190.5,195.58,Orthodox,5.59,58.0,2.62,45.0,0.62,28.0,40.0,1.9,80.64516400000001,0.0,36,24
1,Welterweight,f,180.34,187.96,Orthodox,4.15,46.0,2.96,67.0,1.73,58.0,78.0,0.4,71.111115,172.72,175.26,Orthodox,3.67,40.0,4.04,62.0,0.75,36.0,75.0,0.0,57.894737,12.700000000000017,32,32
0,Heavyweight,f,185.42,190.5,Orthodox,4.0,36.0,7.65,51.0,0.0,0.0,0.0,0.0,80.0,195.57999999999998,193.04,Orthodox,3.91,65.0,3.02,45.0,2.62,42.0,78.0,0.0,62.5,-2.539999999999992,36,36
0,Flyweight,f,157.48000000000002,162.56,Orthodox,3.31,52.0,2.33,65.0,3.49,25.0,71.0,1.4,77.77778,162.56,165.1,Southpaw,1.82,29.0,2.99,55.0,4.94,43.0,47.0,0.6,70.96774,-2.539999999999992,30,31
1,Lightweight,f,177.8,172.72,Orthodox,3.66,38.0,4.86,50.0,0.68,27.0,53.0,0.7,58.62069,180.34,180.34,,5.37,45.0,5.2,56.0,7.32,75.0,0.0,2.4,63.636364,-7.6200000000000045,32,25
1,Featherweight,f,180.34,180.34,,4.06,43.0,3.11,58.0,1.02,33.0,68.0,1.0,85.71429,177.8,185.42000000000002,Southpaw,3.86,49.0,2.78,63.0,0.57,75.0,59.0,0.8,53.846153,-5.0800000000000125,24,28
0,Featherweight,f,170.18,177.8,Orthodox,2.04,44.0,3.14,53.0,0.59,30.0,36.0,0.8,65.21739000000001,167.64000000000001,167.64000000000001,Orthodox,4.44,45.0,3.2,59.0,3.8,38.0,82.0,1.0,65.38461,10.159999999999997,32,30
0,Middleweight,f,187.96,193.04,Orthodox,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,64.86487,185.42,198.12,Orthodox,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,75.675674,-5.0800000000000125,30,35
0,Welterweight,f,182.88,190.5,Southpaw,2.49,30.0,2.86,52.0,1.09,38.0,66.0,0.9,77.77778,182.88,185.42000000000002,Orthodox,4.27,39.0,4.02,64.0,0.54,44.0,60.0,0.0,90.32258,5.079999999999984,32,30
0,Middleweight,f,180.34,175.26,Orthodox,1.04,39.0,2.92,45.0,1.56,100.0,50.0,0.8,77.77778,190.5,190.5,Orthodox,3.31,58.0,2.95,49.0,2.06,32.0,54.0,0.9,65.21739000000001,-15.240000000000009,23,35
0,Women's Strawweight,f,152.4,152.4,Orthodox,2.75,29.0,3.31,71.0,0.2,20.0,70.0,0.2,69.23076999999999,170.18,170.18,Orthodox,3.15,24.0,3.79,55.0,0.2,20.0,47.0,0.6,72.72726999999999,-17.78,27,25
0,Welterweight,f,177.8,187.96,Orthodox,2.32,49.0,2.42,50.0,2.95,42.0,76.0,0.0,60.869564000000004,180.34,190.5,Orthodox,4.72,36.0,3.43,63.0,1.98,24.0,62.0,0.5,74.07406999999999,-2.539999999999992,28,32
0,Heavyweight,f,190.5,195.58,Orthodox,1.58,36.0,2.54,56.0,3.29,28.0,100.0,0.0,71.42857,190.5,198.12,Orthodox,3.6,52.0,2.99,52.0,1.61,61.0,79.0,0.1,80.95238,-2.539999999999992,26,31
1,Lightweight,f,175.26,185.42000000000002,Southpaw,4.72,42.0,3.41,55.0,1.04,33.0,82.0,0.0,88.888885,182.88,190.5,Orthodox,1.73,24.0,3.55,66.0,0.7,33.0,100.0,0.0,73.333336,-5.079999999999984,27,37
1,Featherweight,f,170.18,175.26,Southpaw,3.21,45.0,3.5,53.0,0.52,16.0,32.0,0.0,57.894737,177.8,175.26,,0.86,26.0,2.91,46.0,0.0,0.0,50.0,0.0,50.0,0.0,25,26
0,Featherweight,f,170.18,175.26,Orthodox,2.04,44.0,2.01,50.0,3.63,48.0,63.0,1.1,74.46809,172.72,177.8,Orthodox,4.16,49.0,3.28,62.0,1.17,52.0,60.0,0.5,71.42857,-2.5400000000000205,38,33
0,Heavyweight,f,193.04,198.12,Orthodox,5.81,43.0,5.76,51.0,0.0,0.0,77.0,0.0,64.70588000000001,193.04,203.2,Orthodox,3.47,41.0,4.34,49.0,0.32,50.0,40.0,0.3,81.818184,-5.079999999999984,27,28
1,Welterweight,f,175.26,187.96,Southpaw,5.27,48.0,4.43,55.0,0.75,62.0,70.0,0.0,84.0,182.88,193.04,Southpaw,4.64,44.0,3.69,54.0,1.17,30.0,45.0,1.4,64.51613,-5.079999999999984,28,31
0,Light Heavyweight,f,187.96,193.04,Orthodox,3.5,43.0,3.57,56.0,2.16,46.0,60.0,0.8,79.411766,187.96,198.12,Orthodox,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,78.57143,-5.0800000000000125,37,32
1,Welterweight,f,185.42,185.42000000000002,Orthodox,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304000000001,175.26,180.34,Southpaw,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9,67.85714,5.0800000000000125,33,32
0,Welterweight,f,190.5,195.58,Orthodox,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,61.904762,177.8,180.34,Orthodox,4.02,45.0,4.44,57.0,0.83,55.0,68.0,0.0,75.0,15.240000000000009,31,25
1,Welterweight,f,187.96,190.5,Orthodox,4.71,44.0,3.22,63.0,0.66,44.0,63.0,0.2,69.23076999999999,182.88,182.88,Orthodox,4.98,48.0,6.91,47.0,2.8,50.0,66.0,0.0,57.894737,7.6200000000000045,32,28
1,Bantamweight,f,172.72,165.1,Orthodox,3.48,37.0,3.43,66.0,1.0,33.0,100.0,0.0,84.61539,170.18,172.72,Orthodox,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1,61.764706000000004,-7.6200000000000045,25,33
1,Women's Bantamweight,f,170.18,170.18,Orthodox,3.42,47.0,3.31,62.0,1.16,28.0,64.0,0.9,52.941177,167.64000000000001,165.1,Orthodox,2.6,33.0,3.07,58.0,0.75,25.0,53.0,0.2,55.55555699999999,5.0800000000000125,28,30
0,Featherweight,f,177.8,182.88,Orthodox,2.37,30.0,4.17,48.0,0.0,0.0,46.0,0.0,55.55555699999999,175.26,165.1,Southpaw,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,45.16129,17.78,23,30
0,Women's Strawweight,f,162.56,160.02,Orthodox,2.92,41.0,3.26,61.0,1.61,26.0,53.0,0.2,50.0,170.18,170.18,Orthodox,4.8,38.0,4.63,52.0,0.4,30.0,24.0,0.5,57.14285699999999,-10.159999999999997,31,29
0,Welterweight,f,190.5,203.2,Orthodox,3.86,46.0,2.22,56.0,2.62,46.0,60.0,0.3,72.413795,180.34,182.88,Orthodox,3.53,46.0,2.74,63.0,0.27,42.0,79.0,0.1,75.0,20.319999999999993,29,30
0,Welterweight,f,180.34,193.04,Orthodox,3.45,43.0,3.37,54.0,0.26,25.0,57.0,0.3,73.68421,180.34,182.88,Orthodox,3.26,38.0,2.2,57.0,5.63,51.0,78.0,0.2,93.333336,10.159999999999997,31,28
0,Middleweight,f,190.5,195.58,Orthodox,1.79,52.0,3.49,45.0,2.83,50.0,66.0,0.0,81.818184,182.88,187.96,Southpaw,3.41,39.0,2.96,64.0,1.63,43.0,73.0,0.9,70.588234,7.6200000000000045,32,23
1,Welterweight,f,185.42,182.88,Southpaw,1.78,42.0,1.95,64.0,2.5,25.0,65.0,1.0,73.52941,187.96,190.5,Orthodox,3.62,39.0,2.36,57.0,0.59,55.0,37.0,1.1,71.42857,-7.6200000000000045,39,32
1,Featherweight,f,177.8,182.88,Orthodox,2.85,45.0,3.16,54.0,0.76,54.0,58.0,1.3,72.413795,177.8,187.96,Orthodox,3.04,49.0,3.0,54.0,2.87,41.0,60.0,2.8,72.72726999999999,-5.0800000000000125,29,27
0,Women's Strawweight,f,167.64000000000001,162.56,Orthodox,4.48,42.0,5.66,57.0,0.71,40.0,68.0,0.4,46.666668,162.56,165.1,Orthodox,3.47,51.0,2.72,43.0,1.41,34.0,40.0,0.7,63.636364,-2.539999999999992,27,22
1,Lightweight,f,172.72,180.34,Southpaw,2.79,40.0,2.89,59.0,1.7,41.0,47.0,1.9,69.04762,177.8,180.34,Orthodox,2.74,38.0,5.39,54.0,2.34,45.0,54.0,2.1,62.7907,0.0,33,32
1,Middleweight,f,187.96,190.5,Southpaw,3.2,45.0,3.25,55.0,0.1,25.0,84.0,0.1,73.333336,180.34,195.58,Southpaw,2.27,53.0,3.76,46.0,0.79,22.0,27.0,0.4,52.941177,-5.0800000000000125,30,35
1,Featherweight,f,170.18,177.8,Orthodox,2.56,31.0,4.31,60.0,1.0,20.0,62.0,0.0,72.72726999999999,170.18,177.8,,3.52,43.0,2.26,69.0,6.17,52.0,75.0,0.3,80.0,0.0,29,27
0,Middleweight,f,185.42,182.88,Southpaw,3.56,54.0,2.94,45.0,1.15,22.0,34.0,0.9,68.42105,182.88,187.96,Orthodox,3.36,41.0,2.94,63.0,2.48,56.0,77.0,0.0,85.71429,-5.0800000000000125,34,27
0,Lightweight,f,182.88,180.34,Orthodox,3.99,59.0,3.19,55.0,1.36,28.0,82.0,0.0,66.666664,182.88,195.58,Orthodox,5.4,50.0,1.8,59.0,1.0,100.0,71.0,0.0,80.0,-15.240000000000009,29,32
0,Lightweight,f,177.8,182.88,Orthodox,3.68,34.0,5.64,50.0,1.23,80.0,83.0,0.3,70.588234,177.8,180.34,Orthodox,4.77,42.0,3.6,64.0,1.07,54.0,78.0,0.0,82.35294,2.539999999999992,29,30
0,Lightweight,f,180.34,175.26,Orthodox,2.48,41.0,2.53,64.0,0.0,0.0,64.0,0.0,66.666664,180.34,180.34,Orthodox,2.22,46.0,2.58,47.0,5.73,52.0,66.0,0.0,91.666664,-5.0800000000000125,34,24
0,Heavyweight,f,190.5,195.58,Orthodox,3.13,42.0,2.62,57.0,0.61,37.0,79.0,0.3,60.0,190.5,198.12,Orthodox,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,81.39535,-2.539999999999992,37,39
0,Light Heavyweight,f,187.96,198.12,Orthodox,3.64,50.0,3.01,53.0,1.59,54.0,55.0,0.4,76.666664,195.57999999999998,200.66,Orthodox,4.18,40.0,3.4,52.0,1.76,40.0,85.0,0.5,81.818184,-2.539999999999992,33,29
0,Light Heavyweight,f,177.8,185.42000000000002,Orthodox,2.37,42.0,2.65,52.0,2.33,37.0,100.0,0.7,71.42857,187.96,187.96,Orthodox,2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,82.14286,-2.539999999999992,33,33
1,Lightweight,f,167.64000000000001,167.64000000000001,Southpaw,2.54,33.0,2.93,62.0,0.8,33.0,83.0,0.0,73.68421,175.26,180.34,Switch,2.72,38.0,2.07,66.0,0.49,33.0,57.0,0.5,64.28571,-12.699999999999989,32,33
0,Welterweight,f,177.8,185.42000000000002,Orthodox,3.19,26.0,6.65,49.0,0.0,0.0,100.0,0.0,72.5,182.88,185.42000000000002,Orthodox,3.58,38.0,3.4,59.0,0.0,0.0,33.0,0.3,76.190475,0.0,32,24
1,Welterweight,f,182.88,190.5,Southpaw,2.17,39.0,2.89,59.0,1.76,35.0,77.0,0.6,70.833336,180.34,187.96,Orthodox,3.27,38.0,3.33,55.0,2.0,50.0,69.0,0.0,82.35294,2.539999999999992,29,32
1,Women's Bantamweight,f,172.72,170.18,Orthodox,4.97,37.0,3.7,61.0,1.14,27.0,66.0,0.0,66.666664,162.56,162.56,Southpaw,1.69,41.0,4.65,37.0,0.54,100.0,50.0,0.5,62.5,7.6200000000000045,29,21
1,Bantamweight,f,167.64000000000001,185.42000000000002,Southpaw,3.77,45.0,2.0,61.0,0.58,40.0,81.0,0.6,84.61539,170.18,175.26,Orthodox,2.08,37.0,3.17,58.0,2.38,22.0,50.0,1.2,68.42105,10.160000000000025,24,33
1,Middleweight,f,185.42,195.58,Orthodox,4.49,54.0,1.93,63.0,1.99,46.0,69.0,0.3,80.95238,190.5,190.5,Southpaw,3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7,77.77778,5.0800000000000125,28,28
1,Lightweight,f,172.72,185.42000000000002,Orthodox,2.01,34.0,1.85,64.0,4.04,45.0,61.0,0.1,88.46154,175.26,182.88,Orthodox,2.39,48.0,2.08,63.0,1.76,37.0,65.0,0.4,76.0,2.5400000000000205,30,31
0,Heavyweight,t,193.04,203.2,Orthodox,3.53,61.0,1.93,61.0,1.39,62.0,72.0,1.0,70.49180600000001,193.04,203.2,Orthodox,4.76,51.0,2.96,62.0,2.38,38.0,75.0,0.0,85.71429,0.0,36,34
1,Heavyweight,f,193.04,195.58,Orthodox,3.61,51.0,2.45,56.0,1.65,30.0,31.0,1.1,71.875,198.12,200.66,Orthodox,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,69.23076999999999,-5.079999999999984,39,34
1,Welterweight,f,187.96,187.96,Switch,1.47,52.0,2.21,43.0,2.33,66.0,50.0,5.2,83.333336,185.42,185.42000000000002,Orthodox,1.1,23.0,4.87,40.0,0.87,11.0,0.0,0.0,0.0,2.539999999999992,24,38
1,Bantamweight,f,162.56,172.72,Orthodox,4.44,42.0,3.35,63.0,0.97,27.0,100.0,0.0,91.666664,167.64000000000001,170.18,Orthodox,2.66,41.0,2.51,65.0,1.59,31.0,60.0,0.9,77.27273000000001,2.539999999999992,27,37
0,Women's Strawweight,f,167.64000000000001,165.1,,5.9,50.0,4.27,44.0,1.74,57.0,58.0,0.4,80.0,154.94,157.48,Orthodox,6.58,51.0,5.04,51.0,3.2,58.0,75.0,0.5,76.0,7.6200000000000045,31,25
0,Women's Bantamweight,f,167.64000000000001,167.64000000000001,Orthodox,3.42,36.0,3.32,59.0,0.59,71.0,60.0,0.8,65.0,165.1,162.56,Orthodox,4.34,45.0,3.87,59.0,0.48,25.0,85.0,0.0,71.42857,5.0800000000000125,30,33
1,Middleweight,f,185.42,187.96,Orthodox,3.02,40.0,2.73,55.0,1.04,27.0,77.0,0.0,73.91304000000001,185.42,185.42000000000002,Orthodox,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,75.0,2.539999999999992,29,29
1,Lightweight,f,172.72,172.72,Orthodox,3.42,49.0,3.0,49.0,3.5,35.0,44.0,1.3,72.093025,185.42,190.5,Orthodox,4.08,48.0,5.85,40.0,1.85,42.0,30.0,1.2,72.72726999999999,-17.78,32,30
1,Lightweight,f,172.72,177.8,Southpaw,4.45,38.0,4.17,54.0,1.07,17.0,60.0,0.1,68.965515,187.96,187.96,Southpaw,2.81,39.0,3.19,60.0,0.0,0.0,37.0,1.2,73.333336,-10.159999999999997,28,26
1,Welterweight,f,177.8,190.5,Orthodox,4.39,36.0,5.22,48.0,0.15,33.0,83.0,0.6,71.42857,177.8,190.5,,4.24,32.0,4.02,60.0,0.14,33.0,68.0,0.0,66.666664,0.0,29,29
1,Lightweight,f,177.8,185.42000000000002,Southpaw,4.31,38.0,3.96,58.0,0.59,45.0,77.0,0.1,60.60606,175.26,182.88,Southpaw,5.59,49.0,3.69,56.0,1.75,41.0,69.0,1.3,80.0,2.5400000000000205,30,27
0,Middleweight,f,182.88,200.66,Orthodox,3.44,52.0,3.61,52.0,0.93,38.0,71.0,0.3,60.869564000000004,185.42,195.58,Southpaw,3.03,44.0,2.55,50.0,2.74,28.0,100.0,0.6,72.0,5.079999999999984,32,32
0,Lightweight,f,182.88,177.8,Southpaw,4.19,43.0,4.0,54.0,0.8,16.0,65.0,0.4,77.77778,177.8,177.8,Southpaw,5.35,39.0,3.54,61.0,1.83,33.0,80.0,1.0,66.666664,0.0,27,35
0,Welterweight,f,177.8,187.96,Orthodox,3.72,47.0,3.02,52.0,1.37,26.0,57.0,0.8,75.0,180.34,187.96,Orthodox,1.46,46.0,1.82,62.0,3.05,42.0,83.0,1.4,65.625,0.0,32,38
0,Lightweight,f,177.8,177.8,Orthodox,1.7,53.0,1.75,51.0,2.6,51.0,55.0,1.1,80.0,177.8,177.8,Orthodox,2.24,60.0,0.82,64.0,4.33,86.0,100.0,1.3,94.117645,0.0,29,25
0,Featherweight,f,172.72,180.34,Orthodox,4.11,44.0,3.19,66.0,1.85,36.0,63.0,0.3,54.54545600000001,180.34,182.88,Orthodox,2.12,40.0,3.49,47.0,1.83,34.0,35.0,2.3,80.95238,-2.539999999999992,33,31
1,Featherweight,f,172.72,180.34,Southpaw,4.23,42.0,2.6,73.0,0.23,100.0,56.0,1.6,75.0,172.72,170.18,Orthodox,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,65.21739000000001,10.159999999999997,28,30
0,Welterweight,f,185.42,185.42000000000002,Orthodox,3.46,46.0,2.66,56.0,0.0,0.0,66.0,0.0,83.333336,180.34,182.88,Orthodox,4.63,43.0,3.94,60.0,2.48,39.0,90.0,0.2,87.5,2.5400000000000205,32,28
0,Middleweight,f,182.88,185.42000000000002,Orthodox,2.35,56.0,2.99,44.0,0.0,0.0,52.0,1.0,73.333336,187.96,200.66,Orthodox,2.11,46.0,1.85,54.0,3.75,46.0,57.0,1.1,78.57143,-15.23999999999998,34,26
1,Bantamweight,f,172.72,175.26,,3.26,44.0,2.32,68.0,2.88,50.0,57.0,1.0,80.0,177.8,180.34,Orthodox,2.93,35.0,4.03,53.0,1.15,37.0,50.0,0.0,87.5,-5.0800000000000125,26,27
1,Welterweight,f,190.5,198.12,Orthodox,2.89,44.0,2.37,55.0,0.99,41.0,77.0,0.6,76.92308,182.88,185.42000000000002,Orthodox,2.79,44.0,2.06,64.0,2.29,36.0,66.0,0.0,61.53846,12.699999999999989,26,31
1,Catch Weight,f,172.72,172.72,Orthodox,7.02,52.0,1.79,70.0,0.85,62.0,91.0,0.3,90.90909,170.18,165.1,Orthodox,3.63,55.0,5.31,46.0,0.5,22.0,33.0,0.2,66.666664,7.6200000000000045,31,34
1,Featherweight,f,167.64000000000001,177.8,Orthodox,3.7,36.0,3.76,58.0,1.5,45.0,91.0,0.6,81.818184,175.26,182.88,Orthodox,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7,57.14285699999999,-5.079999999999984,29,32
1,Heavyweight,f,182.88,182.88,Orthodox,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,62.162163,193.04,203.2,Orthodox,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,61.290319999999994,-20.319999999999993,40,37
0,Lightweight,f,180.34,177.8,Orthodox,3.52,43.0,2.96,51.0,0.36,33.0,59.0,0.4,78.947365,175.26,177.8,Southpaw,3.27,45.0,2.47,60.0,1.17,45.0,63.0,0.5,79.31035,0.0,32,38
0,Middleweight,f,182.88,193.04,Orthodox,4.89,50.0,2.04,62.0,0.87,37.0,65.0,0.1,76.0,185.42,185.42000000000002,Orthodox,2.01,40.0,3.02,58.0,1.95,20.0,0.0,1.5,66.666664,7.619999999999976,32,30
1,Featherweight,f,170.18,185.42000000000002,Orthodox,2.32,38.0,3.23,47.0,0.37,7.0,35.0,1.5,70.0,180.34,180.34,Orthodox,3.21,39.0,4.75,51.0,0.36,16.0,83.0,0.0,63.636364,5.0800000000000125,29,30
1,Lightweight,f,167.64000000000001,170.18,Orthodox,2.59,47.0,2.32,60.0,4.22,38.0,47.0,0.7,92.85714,177.8,180.34,Orthodox,2.75,39.0,3.57,57.0,2.23,36.0,38.0,0.9,81.25,-10.159999999999997,35,30
1,Bantamweight,f,167.64000000000001,170.18,Orthodox,1.48,38.0,1.46,50.0,3.13,34.0,22.0,2.3,72.22222,165.1,170.18,Orthodox,1.97,37.0,1.99,50.0,2.4,38.0,43.0,0.2,78.57143,0.0,32,26
1,Flyweight,f,165.1,170.18,Orthodox,1.34,38.0,2.17,65.0,1.86,37.0,85.0,0.7,81.48148,165.1,165.1,Orthodox,2.91,43.0,2.24,56.0,3.01,35.0,54.0,0.1,73.07692,5.0800000000000125,31,28
1,Welterweight,f,182.88,187.96,Orthodox,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,65.51724,182.88,190.5,Orthodox,4.16,47.0,3.19,62.0,0.32,12.0,85.0,0.3,78.947365,-2.539999999999992,32,23
